STATN	STNCODE	MONTH	DEPH	TEMP:mean	TEMP:std	TEMP:number_of_values	SALT:mean	SALT:std	SALT:number_of_values	DOXY:mean	DOXY:std	DOXY:number_of_values	O2SAT:mean	O2SAT:std	O2SAT:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	NTRZ:mean	NTRZ:std	NTRZ:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CPHL:mean	CPHL:std	CPHL:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values	ALKY:mean	ALKY:std	ALKY:number_of_values	PH:mean	PH:std	PH:number_of_values	HUMUS:mean	HUMUS:std	HUMUS:number_of_values
BY31 LANDSORTSDJ	BPNX37	11	5.0	7.431	1.106	42	6.626	0.154	39	7.765	0.238	30	96.385	1.668	30	nan	nan	0	0.356	0.103	38	1.713	0.729	38	10.919	2.429	37	0.228	0.111	34	1.274	0.818	33	1.24	0.617	30	0.322	0.196	35	0.644	0.15	39	19.573	1.915	39	1.748	0.846	37	9.66	1.927	15	1.58	0.04	18	8.071	0.061	20	7.48	1.23	15
BY31 LANDSORTSDJ	BPNX37	11	10.0	7.429	1.104	42	6.633	0.151	42	7.762	0.244	29	96.378	1.605	29	nan	nan	0	0.356	0.102	38	1.686	0.735	38	10.919	2.44	37	0.228	0.111	34	1.232	0.837	34	1.229	0.613	30	0.302	0.192	35	0.637	0.137	39	19.367	1.487	39	1.675	0.852	36	9.66	1.927	15	1.579	0.04	18	8.07	0.06	21	7.48	1.252	15
BY31 LANDSORTSDJ	BPNX37	11	15.0	7.415	1.117	42	6.642	0.155	42	7.751	0.226	30	96.228	1.622	30	nan	nan	0	0.359	0.105	39	1.671	0.707	39	11.0	2.482	38	0.232	0.109	35	1.207	0.784	34	1.213	0.576	31	0.313	0.197	35	0.642	0.137	36	19.362	1.669	38	1.606	0.866	37	9.66	1.927	15	1.58	0.04	17	8.064	0.054	20	7.44	1.218	15
BY31 LANDSORTSDJ	BPNX37	11	20.0	7.401	1.14	42	6.66	0.158	42	7.779	0.253	38	96.48	2.259	38	nan	nan	0	0.361	0.11	39	1.658	0.675	39	11.146	2.46	37	0.228	0.109	35	1.202	0.758	34	1.201	0.555	31	0.314	0.211	35	0.636	0.14	39	19.243	1.599	39	1.543	0.97	37	9.66	1.927	15	1.58	0.039	17	8.062	0.06	20	7.44	1.221	15
BY31 LANDSORTSDJ	BPNX37	11	30.0	7.276	1.189	42	6.715	0.194	42	7.703	0.258	29	95.29	2.894	29	nan	nan	0	0.379	0.139	38	1.696	0.701	38	11.108	2.582	37	0.214	0.108	34	1.246	0.791	34	1.268	0.589	29	0.311	0.216	35	0.644	0.157	38	19.141	1.555	37	1.315	0.827	28	9.66	1.927	15	1.591	0.043	17	8.048	0.067	20	7.407	1.201	15
BY31 LANDSORTSDJ	BPNX37	11	40.0	6.692	1.287	42	6.859	0.248	42	7.428	0.464	36	90.707	6.784	36	nan	nan	0	0.493	0.212	38	2.076	0.749	38	12.225	3.117	36	0.184	0.108	34	1.671	0.873	34	1.691	0.827	30	0.314	0.206	35	0.743	0.215	39	19.421	1.37	38	0.855	1.039	26	9.66	1.927	15	1.618	0.045	17	7.961	0.105	20	7.393	1.211	15
BY31 LANDSORTSDJ	BPNX37	11	50.0	5.368	1.34	42	7.244	0.38	42	6.535	0.814	30	77.298	10.735	30	nan	nan	0	0.807	0.33	38	2.983	0.902	38	15.922	4.563	37	0.113	0.099	34	2.61	0.986	34	2.728	1.05	30	0.286	0.209	35	1.023	0.334	39	19.623	1.259	39	0.353	0.268	27	9.66	1.927	15	1.655	0.046	16	7.768	0.167	20	7.56	1.234	15
BY31 LANDSORTSDJ	BPNX37	11	60.0	4.577	0.778	42	7.854	0.567	42	5.176	1.587	38	60.464	18.969	38	nan	nan	0	1.372	0.576	39	4.245	1.321	39	23.358	7.722	38	0.073	0.084	35	3.842	1.272	33	4.02	1.494	31	0.239	0.236	35	1.605	0.579	39	20.521	1.39	39	0.474	0.251	8	9.66	1.927	15	1.68	0.053	17	7.592	0.216	20	7.727	1.277	15
BY31 LANDSORTSDJ	BPNX37	11	70.0	4.567	0.495	42	8.514	0.665	42	2.898	1.763	30	33.989	20.428	30	nan	nan	0	2.003	0.672	39	5.335	1.792	37	32.213	9.549	38	0.059	0.035	35	4.632	1.978	34	4.673	2.06	31	0.433	0.455	34	2.234	0.681	39	21.311	2.417	39	nan	nan	0	9.66	1.927	15	1.708	0.046	17	7.407	0.169	20	8.087	1.431	15
BY31 LANDSORTSDJ	BPNX37	11	80.0	4.726	0.514	42	9.125	0.736	41	2.085	2.076	39	23.858	20.266	36	3.914	2.765	7	2.585	0.731	38	5.889	2.488	36	39.53	9.249	37	0.066	0.075	34	4.179	3.085	30	4.173	3.322	30	1.285	1.354	34	2.819	0.757	38	21.274	2.486	38	0.404	0.152	7	9.66	1.927	15	1.733	0.048	17	7.301	0.138	20	8.347	1.465	15
BY31 LANDSORTSDJ	BPNX37	11	90.0	5.106	0.484	34	9.74	0.676	34	0.677	1.479	29	12.969	16.224	23	9.543	7.774	14	3.14	0.655	30	5.508	2.485	29	46.752	7.506	29	0.047	0.034	25	3.769	3.83	22	2.813	3.726	25	2.945	2.317	26	3.408	0.621	30	21.42	3.138	30	nan	nan	0	9.19	1.84	10	1.752	0.053	16	7.273	0.123	19	8.5	1.52	15
BY31 LANDSORTSDJ	BPNX37	11	100.0	5.105	0.539	42	9.867	0.731	41	0.774	1.866	38	11.314	14.924	31	10.872	8.26	18	3.186	0.627	38	6.26	3.022	36	47.354	7.698	37	0.034	0.033	30	4.699	4.521	19	2.758	4.092	29	2.679	2.47	34	3.458	0.614	38	21.743	3.166	38	nan	nan	0	9.66	1.927	15	1.763	0.053	17	7.249	0.096	19	8.493	1.502	15
BY31 LANDSORTSDJ	BPNX37	11	125.0	5.438	0.483	34	10.331	0.55	34	-0.208	0.802	31	3.668	6.446	25	13.208	7.826	24	3.476	0.416	31	5.393	2.628	27	51.077	5.099	30	0.022	0.032	26	3.478	4.688	12	1.621	3.707	27	3.881	2.261	27	3.772	0.383	30	21.49	3.041	30	nan	nan	0	9.19	1.84	10	1.78	0.05	17	7.227	0.048	19	8.4	1.507	15
BY31 LANDSORTSDJ	BPNX37	11	150.0	5.393	0.541	42	10.367	0.621	42	-0.14	0.852	39	4.477	6.002	33	16.06	7.534	25	3.42	0.442	39	6.536	3.041	35	50.811	5.199	38	0.013	0.018	32	7.042	4.779	16	2.11	4.115	29	3.354	2.708	35	3.682	0.449	38	22.024	3.288	37	nan	nan	0	9.66	1.927	15	1.783	0.052	16	7.232	0.063	20	8.447	1.485	15
BY31 LANDSORTSDJ	BPNX37	11	175.0	5.582	0.51	34	10.583	0.566	34	-0.587	0.656	29	1.773	4.031	23	18.264	7.042	25	3.562	0.406	30	5.773	2.414	26	53.1	4.533	29	0.016	0.036	28	4.489	4.961	9	1.278	3.466	26	4.575	2.292	26	3.828	0.412	29	21.204	2.706	28	nan	nan	0	9.19	1.84	10	1.786	0.05	15	7.221	0.047	18	8.327	1.523	15
BY31 LANDSORTSDJ	BPNX37	11	200.0	5.465	0.563	42	10.5	0.629	42	-0.326	0.831	37	3.564	5.126	31	19.08	7.155	25	3.489	0.439	37	6.69	2.89	34	51.964	5.12	36	0.009	0.012	31	6.132	4.976	15	1.51	3.585	27	3.714	2.872	34	3.717	0.454	37	21.926	3.154	37	nan	nan	0	9.66	1.927	15	1.8	0.04	15	7.225	0.055	18	8.75	0.736	14
BY31 LANDSORTSDJ	BPNX37	11	250.0	5.493	0.577	42	10.546	0.638	42	-0.314	0.841	38	3.564	5.181	32	19.224	7.694	25	3.478	0.429	38	6.793	2.821	35	51.795	5.35	37	0.022	0.053	33	6.158	4.797	16	1.654	3.625	29	3.709	2.984	35	3.708	0.44	38	21.936	3.052	38	nan	nan	0	9.66	1.927	15	1.802	0.047	16	7.212	0.038	18	8.413	1.435	15
BY31 LANDSORTSDJ	BPNX37	11	300.0	5.518	0.593	42	10.586	0.64	42	-0.365	0.845	37	3.427	4.944	31	20.008	7.859	25	3.487	0.438	38	6.775	2.776	35	51.83	5.394	37	0.025	0.071	33	6.479	4.666	15	1.616	3.556	29	3.717	2.944	35	3.703	0.442	38	21.816	2.778	38	nan	nan	0	9.66	1.927	15	1.799	0.045	16	7.222	0.057	20	8.307	1.451	15
BY31 LANDSORTSDJ	BPNX37	11	400.0	5.537	0.601	42	10.614	0.64	42	-0.358	0.864	37	3.412	4.997	32	20.863	7.886	24	3.514	0.436	38	7.047	2.692	35	51.951	5.503	37	0.024	0.059	33	6.102	4.802	16	1.618	3.566	29	3.983	3.108	35	3.756	0.433	38	22.369	2.964	38	nan	nan	0	9.66	1.927	15	1.804	0.047	16	7.209	0.038	20	8.327	1.456	15
BY31 LANDSORTSDJ	BPNX37	11	440.0	5.463	0.538	36	10.556	0.622	36	-0.466	0.943	34	3.188	4.925	31	24.441	9.108	22	3.569	0.486	34	7.554	2.531	31	52.227	5.61	33	0.025	0.047	29	8.349	4.017	11	1.682	3.785	24	4.279	3.223	31	3.813	0.486	34	23.166	2.919	34	nan	nan	0	9.66	1.927	15	1.79	0.041	11	7.205	0.035	14	8.355	1.643	11
BY31 LANDSORTSDJ	BPNX37	12	0.0	5.94	0.941	31	6.664	0.231	31	8.091	0.288	27	96.803	1.704	27	nan	nan	0	0.463	0.102	29	2.861	0.627	29	11.597	2.515	29	0.138	0.137	26	2.53	0.832	25	2.512	0.68	24	0.254	0.172	26	0.723	0.162	29	20.097	1.432	29	0.874	0.701	28	10.625	2.228	12	1.569	0.077	15	8.069	0.069	14	8.169	0.507	13
BY31 LANDSORTSDJ	BPNX37	12	5.0	5.954	0.954	30	6.667	0.227	29	8.031	0.273	22	96.55	1.612	22	nan	nan	0	0.461	0.105	29	2.873	0.65	29	11.628	2.541	29	0.138	0.137	26	2.543	0.838	26	2.499	0.682	24	0.247	0.173	28	0.712	0.16	29	20.202	1.552	29	0.873	0.698	28	10.625	2.228	12	1.579	0.064	15	8.06	0.068	15	8.208	0.514	13
BY31 LANDSORTSDJ	BPNX37	12	10.0	5.944	0.939	31	6.669	0.23	31	8.022	0.276	22	96.484	1.806	22	nan	nan	0	0.462	0.103	29	2.877	0.634	29	11.607	2.529	29	0.138	0.137	26	2.545	0.828	26	2.508	0.672	24	0.251	0.188	28	0.72	0.16	29	20.354	2.092	29	0.873	0.714	28	10.625	2.228	12	1.583	0.07	15	8.056	0.07	15	8.169	0.456	13
BY31 LANDSORTSDJ	BPNX37	12	15.0	5.973	0.923	31	6.677	0.229	31	8.005	0.254	22	96.512	1.421	22	nan	nan	0	0.455	0.104	30	2.84	0.607	30	11.657	2.568	30	0.139	0.136	27	2.517	0.795	27	2.498	0.655	25	0.241	0.18	29	0.701	0.16	30	19.971	2.18	30	0.846	0.664	29	10.625	2.228	12	1.582	0.064	17	8.061	0.069	16	8.257	0.495	14
BY31 LANDSORTSDJ	BPNX37	12	20.0	6.008	0.931	31	6.688	0.22	31	8.062	0.249	30	96.665	1.453	30	nan	nan	0	0.452	0.103	30	2.853	0.604	30	11.65	2.559	30	0.141	0.137	27	2.525	0.788	27	2.51	0.645	25	0.256	0.185	28	0.701	0.155	30	19.908	1.942	30	0.805	0.693	29	10.625	2.228	12	1.587	0.066	15	8.064	0.07	16	8.257	0.511	14
BY31 LANDSORTSDJ	BPNX37	12	30.0	6.062	0.902	31	6.721	0.212	31	7.911	0.216	21	95.898	1.24	21	nan	nan	0	0.449	0.095	29	2.777	0.615	29	11.438	2.514	29	0.156	0.153	27	2.416	0.775	27	2.423	0.654	24	0.276	0.199	27	0.7	0.155	29	20.091	1.448	28	0.816	0.752	19	10.625	2.228	12	1.594	0.067	17	8.059	0.067	16	8.114	0.452	14
BY31 LANDSORTSDJ	BPNX37	12	40.0	6.094	0.873	31	6.777	0.193	31	7.93	0.225	27	95.724	1.41	27	nan	nan	0	0.452	0.108	29	2.682	0.583	29	11.362	2.571	29	0.166	0.157	27	2.28	0.75	26	2.343	0.645	24	0.296	0.236	27	0.697	0.162	29	19.89	1.902	28	0.733	0.727	18	10.625	2.228	12	1.603	0.063	17	8.046	0.072	16	8.071	0.438	14
BY31 LANDSORTSDJ	BPNX37	12	50.0	5.525	0.966	31	7.026	0.316	31	7.143	0.778	22	85.317	10.02	22	nan	nan	0	0.649	0.254	29	3.165	0.783	29	13.769	3.987	29	0.122	0.102	27	2.858	0.898	27	2.83	0.78	24	0.264	0.211	27	0.881	0.248	29	20.158	1.219	28	0.514	0.482	18	10.625	2.228	12	1.623	0.06	17	7.904	0.163	16	8.179	0.528	14
BY31 LANDSORTSDJ	BPNX37	12	60.0	5.02	0.876	31	7.573	0.592	31	5.662	1.736	28	66.91	21.173	28	nan	nan	0	1.149	0.574	29	4.362	1.333	29	20.483	8.845	29	0.083	0.062	27	4.058	1.449	27	3.958	1.387	24	0.278	0.272	28	1.397	0.612	29	20.992	1.804	28	0.486	0.2	5	10.625	2.228	12	1.661	0.069	16	7.69	0.263	16	8.336	0.669	14
BY31 LANDSORTSDJ	BPNX37	12	70.0	4.72	0.865	31	8.232	0.694	31	3.801	2.022	21	47.206	22.319	20	nan	nan	2	1.789	0.68	28	5.905	1.987	27	28.871	9.465	28	0.065	0.044	25	4.908	2.542	23	4.94	2.636	22	0.649	1.185	27	2.173	0.843	28	22.274	2.155	27	nan	nan	0	10.625	2.228	12	1.687	0.065	16	7.495	0.197	15	8.562	0.803	13
BY31 LANDSORTSDJ	BPNX37	12	80.0	4.674	0.612	31	8.812	0.657	31	2.652	1.478	28	30.954	17.236	28	2.667	3.771	3	2.282	0.491	28	6.405	2.78	28	35.657	7.332	28	0.056	0.035	25	5.517	3.042	21	5.765	2.717	22	0.692	1.016	27	2.591	0.572	27	22.731	3.041	27	0.408	0.184	5	10.625	2.228	12	1.705	0.057	16	7.368	0.108	14	8.762	0.651	13
BY31 LANDSORTSDJ	BPNX37	12	90.0	4.919	0.504	24	9.382	0.608	24	1.267	1.37	23	17.191	14.607	21	8.4	11.43	5	2.834	0.558	23	5.655	2.806	23	43.27	7.354	23	0.065	0.039	21	3.718	3.068	19	4.062	3.585	22	1.834	2.224	22	3.211	0.606	23	21.845	3.339	22	nan	nan	0	9.6	1.02	5	1.731	0.059	16	7.294	0.101	16	9.05	0.646	14
BY31 LANDSORTSDJ	BPNX37	12	100.0	4.924	0.522	31	9.595	0.556	31	0.865	0.976	28	11.612	9.646	27	7.75	10.662	8	3.043	0.462	29	6.496	3.352	29	45.786	5.699	28	0.057	0.043	26	4.81	4.066	20	4.026	4.259	24	1.823	2.245	28	3.402	0.536	29	22.592	3.144	29	nan	nan	0	10.625	2.228	12	1.739	0.062	17	7.254	0.076	16	9.121	0.658	14
BY31 LANDSORTSDJ	BPNX37	12	125.0	5.312	0.505	24	10.126	0.592	24	0.031	1.032	22	7.264	9.101	16	14.857	8.467	14	3.4	0.484	23	5.982	3.092	23	50.139	5.641	23	0.027	0.036	20	3.155	4.315	12	2.693	4.292	22	3.584	2.759	22	3.778	0.49	23	22.204	2.871	23	nan	nan	0	9.6	1.02	5	1.754	0.062	17	7.241	0.084	16	9.214	0.612	14
BY31 LANDSORTSDJ	BPNX37	12	150.0	5.271	0.545	31	10.266	0.582	31	-0.056	0.895	29	5.401	6.493	23	16.235	8.356	17	3.414	0.448	29	6.862	3.158	28	50.476	5.099	29	0.022	0.033	25	5.236	5.143	14	2.948	4.553	24	3.234	2.933	28	3.76	0.496	29	22.331	2.872	28	nan	nan	0	10.625	2.228	12	1.763	0.063	17	7.226	0.062	16	9.093	0.556	14
BY31 LANDSORTSDJ	BPNX37	12	175.0	5.495	0.508	24	10.519	0.522	24	-0.428	0.725	21	2.933	5.31	15	16.647	6.588	17	3.576	0.425	21	5.859	2.627	20	52.533	4.534	21	0.01	0.017	19	3.157	4.885	7	2.167	4.281	20	4.241	2.316	20	3.959	0.477	21	22.162	2.786	21	nan	nan	0	9.6	1.02	5	1.771	0.066	15	7.222	0.066	14	9.062	0.57	13
BY31 LANDSORTSDJ	BPNX37	12	200.0	5.369	0.559	31	10.458	0.583	31	-0.245	0.828	29	4.409	5.271	22	18.778	6.738	18	3.476	0.438	29	7.057	2.785	28	51.276	5.197	29	0.032	0.101	25	4.853	4.925	12	2.802	4.413	24	3.57	3.0	28	3.812	0.515	29	22.559	2.859	29	nan	nan	0	10.625	2.228	12	1.774	0.065	17	7.219	0.064	16	9.043	0.629	14
BY31 LANDSORTSDJ	BPNX37	12	250.0	5.408	0.568	31	10.524	0.588	31	-0.278	0.842	29	4.273	5.18	22	19.722	7.046	18	3.493	0.433	29	7.135	2.635	28	51.562	5.368	29	0.027	0.074	26	4.83	4.879	12	2.775	4.36	24	3.674	3.04	28	3.839	0.497	29	22.89	2.647	29	nan	nan	0	10.625	2.228	12	1.775	0.064	17	7.218	0.062	16	9.114	0.661	14
BY31 LANDSORTSDJ	BPNX37	12	300.0	5.431	0.578	31	10.566	0.59	31	-0.291	0.865	29	4.364	5.288	22	20.444	6.627	18	3.49	0.437	29	7.152	2.653	28	51.479	5.221	29	0.032	0.091	25	4.983	5.011	14	2.79	4.377	24	3.685	3.026	28	3.816	0.51	28	22.887	2.498	28	nan	nan	0	10.625	2.228	12	1.776	0.062	17	7.219	0.067	16	9.064	0.602	14
BY31 LANDSORTSDJ	BPNX37	12	400.0	5.461	0.6	30	10.603	0.607	30	-0.276	0.872	28	4.318	5.286	22	20.647	6.579	17	3.507	0.443	28	7.33	2.606	27	51.354	5.236	28	0.034	0.099	24	5.298	4.987	13	2.889	4.439	23	3.707	3.071	27	3.828	0.522	28	23.013	2.325	28	nan	nan	0	10.625	2.228	12	1.776	0.067	16	7.218	0.067	15	8.992	0.582	13
BY31 LANDSORTSDJ	BPNX37	12	440.0	5.255	0.457	24	10.417	0.557	23	-0.267	0.964	23	4.15	5.218	20	22.231	12.305	13	3.603	0.528	23	7.394	2.786	22	51.487	5.072	23	0.046	0.09	21	9.12	3.491	10	2.91	4.453	19	3.389	2.919	22	3.937	0.624	22	23.935	3.019	22	nan	nan	0	10.75	2.421	10	1.764	0.083	12	7.242	0.079	11	9.367	1.321	9
