area_tag	LONGI_DD	LATIT_DD	pos_string
12n	18.76333	59.345	18.76333_59.345
Bothnian Bay	22.75333	65.32667	22.75333_65.32667
24	18.34317	59.36617	18.34317_59.36617
12n	18.73667	59.58667	18.73667_59.58667
12n	16.8415	58.59633	16.8415_58.59633
12n	16.9505	58.48867	16.9505_58.48867
13	16.56367	58.44867	16.56367_58.44867
12s	16.73017	58.38933	16.73017_58.38933
12s	16.95017	58.36533	16.95017_58.36533
12s	16.82183	58.32	16.82183_58.32
13	16.62367	58.19317	16.62367_58.19317
13	16.68583	58.154	16.68583_58.154
12s	16.8555	58.20167	16.8555_58.20167
12s	16.8075	58.24967	16.8075_58.24967
12s	16.96317	58.17983	16.96317_58.17983
12s	16.82183	58.12133	16.82183_58.12133
12s	16.67167	57.99967	16.67167_57.99967
25	11.8695	57.68633	11.8695_57.68633
25	11.87083	57.68833	11.87083_57.68833
25	11.86867	57.68417	11.86867_57.68417
25	11.8175	57.6815	11.8175_57.6815
25	11.83817	57.675	11.83817_57.675
25	11.786	57.681	11.786_57.681
25	11.78317	57.66867	11.78317_57.66867
1s	11.70367	57.6715	11.70367_57.6715
1s	11.70867	57.68283	11.70867_57.68283
1s	11.702	57.65433	11.702_57.65433
1s	11.67617	57.6875	11.67617_57.6875
4	11.69433	57.63117	11.69433_57.63117
1s	11.67367	57.65567	11.67367_57.65567
3	11.225	58.25833	11.225_58.25833
25	11.78517	57.67467	11.78517_57.67467
13	16.30783	58.62833	16.30783_58.62833
13	16.38633	58.64067	16.38633_58.64067
2	11.43333	58.25833	11.43333_58.25833
Kattegat	12.53333	56.49167	12.53333_56.49167
20	19.8	63.50833	19.8_63.50833
Bothnian Bay	22.06667	64.70833	22.06667_64.70833
24	18.1115	59.358	18.1115_59.358
Western Gotland Basin	18.23333	58.58333	18.23333_58.58333
7	14.51667	55.98333	14.51667_55.98333
Bornholm Basin	14.53333	55.9	14.53333_55.9
Bornholm Basin	14.26667	55.83333	14.26667_55.83333
7	14.3	55.65	14.3_55.65
Bornholm Basin	14.55	55.61667	14.55_55.61667
Bornholm Basin	14.41667	55.53333	14.41667_55.53333
Bornholm Basin	14.31667	55.45	14.31667_55.45
Bornholm Basin	14.65	55.78333	14.65_55.78333
Bothnian Sea	19.973	62.58667	19.973_62.58667
6	12.68667	56.02833	12.68667_56.02833
The Sound	12.825	55.8025	12.825_55.8025
The Sound	12.975	55.68917	12.975_55.68917
6	12.98417	55.6425	12.98417_55.6425
7	12.88583	55.48083	12.88583_55.48083
The Sound	12.8875	55.8025	12.8875_55.8025
Bornholm Basin	15.437	55.98583	15.437_55.98583
Bornholm Basin	14.53333	55.46667	14.53333_55.46667
1s	11.68667	57.6675	11.68667_57.6675
1s	11.66333	57.74833	11.66333_57.74833
Bornholm Basin	15.36183	55.9495	15.36183_55.9495
Bornholm Basin	14.6	55.58333	14.6_55.58333
25	11.757	57.77	11.757_57.77
Bornholm Basin	14.41667	55.68333	14.41667_55.68333
1s	11.76833	57.67883	11.76833_57.67883
4	11.80833	57.55	11.80833_57.55
25	11.88	57.6875	11.88_57.6875
2	11.54667	58.32333	11.54667_58.32333
2	11.62667	58.39333	11.62667_58.39333
2	11.88333	58.33333	11.88333_58.33333
1n	11.24	58.35367	11.24_58.35367
2	11.81	58.10917	11.81_58.10917
2	11.77333	58.3125	11.77333_58.3125
1n	11.66667	57.90117	11.66667_57.90117
2	11.58	58.2305	11.58_58.2305
3	11.10333	58.86833	11.10333_58.86833
1n	11.235	58.64167	11.235_58.64167
1n	11.42667	58.29083	11.42667_58.29083
1n	11.5625	58.06667	11.5625_58.06667
Arkona Basin	13.21667	55.2	13.21667_55.2
1n	11.40333	58.34333	11.40333_58.34333
1n	11.16833	58.725	11.16833_58.725
Arkona Basin	13.3	54.91667	13.3_54.91667
Arkona Basin	13.55	55.2	13.55_55.2
Arkona Basin	13.98333	54.98333	13.98333_54.98333
3	11.59333	57.91967	11.59333_57.91967
Bornholm Basin	14.75	55.45	14.75_55.45
Bornholm Basin	16.53483	55.67833	16.53483_55.67833
Bornholm Basin	16.34833	55.59833	16.34833_55.59833
Bornholm Basin	15.29833	55.39	15.29833_55.39
Western Gotland Basin	17.08333	57.45	17.08333_57.45
Western Gotland Basin	17.53167	57.45167	17.53167_57.45167
Western Gotland Basin	17.93833	57.01333	17.93833_57.01333
Western Gotland Basin	18.115	57.765	18.115_57.765
Eastern Gotland Basin	19.42667	57.90167	19.42667_57.90167
Eastern Gotland Basin	19.46167	57.85167	19.46167_57.85167
Eastern Gotland Basin	19.22167	57.395	19.22167_57.395
Eastern Gotland Basin	18.84333	57.17167	18.84333_57.17167
Eastern Gotland Basin	18.84	57.095	18.84_57.095
Eastern Gotland Basin	18.87333	57.06333	18.87333_57.06333
Bornholm Basin	17.13333	55.91667	17.13333_55.91667
Eastern Gotland Basin	17.65333	55.865	17.65333_55.865
Eastern Gotland Basin	17.75333	56.065	17.75333_56.065
Eastern Gotland Basin	18.50167	56.26667	18.50167_56.26667
Bornholm Basin	15.94833	55.73333	15.94833_55.73333
Bornholm Basin	16.09	55.86667	16.09_55.86667
Bornholm Basin	16.53333	56.11667	16.53333_56.11667
Western Gotland Basin	17.98333	58.01667	17.98333_58.01667
Western Gotland Basin	17.36667	57.71667	17.36667_57.71667
Western Gotland Basin	17.66667	57.11667	17.66667_57.11667
16	17.192	61.18483	17.192_61.18483
16	17.18283	61.1455	17.18283_61.1455
16	17.21817	61.19	17.21817_61.19
16	17.15283	61.2045	17.15283_61.2045
20	20.32917	63.679	20.32917_63.679
20	20.336	63.7105	20.336_63.7105
16	17.2315	61.25983	17.2315_61.25983
16	17.18767	61.25883	17.18767_61.25883
16	17.16617	61.2775	17.16617_61.2775
16	17.13333	61.29583	17.13333_61.29583
16	17.093	61.311	17.093_61.311
Bothnian Bay	23.56	65.236	23.56_65.236
Bothnian Bay	23.5	65.39167	23.5_65.39167
Bothnian Bay	23.23333	65.16667	23.23333_65.16667
Bothnian Bay	23.205	65.0	23.205_65.0
Bothnian Bay	23.36167	65.27833	23.36167_65.27833
Bothnian Bay	23.27333	65.47167	23.27333_65.47167
23	23.62217	65.55	23.62217_65.55
23	23.51667	65.66667	23.51667_65.66667
22	22.56333	65.42833	22.56333_65.42833
22	22.39667	65.5	22.39667_65.5
Bothnian Bay	22.81167	65.29833	22.81167_65.29833
Bothnian Bay	21.86667	64.96667	21.86667_64.96667
Bothnian Bay	22.35	64.93333	22.35_64.93333
Bothnian Bay	22.8	64.88333	22.8_64.88333
Bothnian Bay	23.16667	64.83667	23.16667_64.83667
23	21.44	64.96333	21.44_64.96333
23	21.145	64.81	21.145_64.81
16	17.49117	60.6585	17.49117_60.6585
Bothnian Bay	21.69	64.39833	21.69_64.39833
Bothnian Bay	21.88333	64.39	21.88333_64.39
Bothnian Bay	22.35833	64.305	22.35833_64.305
16	17.51383	60.70683	17.51383_60.70683
Bothnian Bay	21.58333	64.725	21.58333_64.725
Bothnian Bay	21.48333	63.79167	21.48333_63.79167
The Quark	21.08333	63.525	21.08333_63.525
The Quark	20.545	63.44333	20.545_63.44333
The Quark	21.26833	63.65333	21.26833_63.65333
23	21.40667	64.28833	21.40667_64.28833
17	17.60667	60.66333	17.60667_60.66333
23	20.95	63.99667	20.95_63.99667
16	17.40717	60.66233	17.40717_60.66233
23	21.17167	64.155	21.17167_64.155
The Quark	20.275	63.30833	20.275_63.30833
Bothnian Sea	19.25167	63.115	19.25167_63.115
The Quark	19.95167	63.37	19.95167_63.37
Bothnian Sea	20.16667	63.0	20.16667_63.0
Bothnian Sea	19.145	63.15667	19.145_63.15667
19	19.63167	63.40333	19.63167_63.40333
Bothnian Sea	18.89167	62.85	18.89167_62.85
Bothnian Sea	19.2	62.75	19.2_62.75
Bothnian Sea	19.975	62.58667	19.975_62.58667
Bothnian Sea	20.25833	62.59833	20.25833_62.59833
Bothnian Sea	20.06667	61.98333	20.06667_61.98333
Bothnian Sea	19.76667	62.08	19.76667_62.08
Bothnian Sea	19.13333	62.28333	19.13333_62.28333
Bothnian Sea	18.53333	62.475	18.53333_62.475
Bothnian Sea	18.3	62.55	18.3_62.55
Bothnian Sea	18.42167	62.775	18.42167_62.775
19	18.1	62.61667	18.1_62.61667
Bothnian Sea	17.85	62.13333	17.85_62.13333
Bothnian Sea	18.16667	62.13333	18.16667_62.13333
Bothnian Sea	18.53333	62.1	18.53333_62.1
Bothnian Sea	18.85	62.04167	18.85_62.04167
Bothnian Sea	19.16667	61.98333	19.16667_61.98333
Bothnian Sea	19.63333	61.90833	19.63333_61.90833
18	18.59833	62.97667	18.59833_62.97667
Bothnian Sea	18.75	62.95	18.75_62.95
Bothnian Sea	18.93333	61.08333	18.93333_61.08333
Bothnian Sea	19.25	61.09167	19.25_61.09167
Bothnian Sea	19.25	61.58333	19.25_61.58333
Bothnian Sea	18.87833	61.58333	18.87833_61.58333
Bothnian Sea	18.105	61.585	18.105_61.585
Bothnian Sea	17.71833	61.58167	17.71833_61.58167
19	17.59167	61.78333	17.59167_61.78333
19	17.61167	61.98667	17.61167_61.98667
16	17.33833	61.575	17.33833_61.575
19	17.64167	62.16667	17.64167_62.16667
24	18.44267	59.37717	18.44267_59.37717
Bothnian Sea	18.23333	61.18333	18.23333_61.18333
Bothnian Sea	18.61667	61.075	18.61667_61.075
24	18.15267	59.31917	18.15267_59.31917
Bothnian Sea	17.64833	60.82	17.64833_60.82
Bothnian Sea	17.5	60.97333	17.5_60.97333
17	17.375	61.1	17.375_61.1
Bothnian Sea	17.94667	61.20667	17.94667_61.20667
Bothnian Sea	19.43333	60.98333	19.43333_60.98333
Bothnian Sea	19.27	61.03167	19.27_61.03167
Bothnian Sea	18.96167	60.95833	18.96167_60.95833
Bothnian Sea	18.645	60.88167	18.645_60.88167
Bothnian Sea	18.34333	60.81	18.34333_60.81
Bothnian Sea	18.02833	60.73833	18.02833_60.73833
17	17.63667	60.65667	17.63667_60.65667
24	18.099	59.30783	18.099_59.30783
8	15.3	56.15833	15.3_56.15833
9	14.82667	56.11167	14.82667_56.11167
8	14.865	56.16167	14.865_56.16167
7	14.58167	56.02833	14.58167_56.02833
16	17.26167	61.26667	17.26167_61.26667
24	18.08267	59.32033	18.08267_59.32033
Bothnian Sea	17.66667	61.23333	17.66667_61.23333
Bothnian Sea	19.58333	61.08333	19.58333_61.08333
Bothnian Sea	17.46667	61.25833	17.46667_61.25833
Bothnian Sea	18.93333	60.54167	18.93333_60.54167
Bothnian Sea	19.0	60.41333	19.0_60.41333
Bothnian Sea	19.08333	60.675	19.08333_60.675
Bothnian Sea	19.25	60.83333	19.25_60.83333
Åland Sea	19.15	60.18333	19.15_60.18333
Northern Baltic Proper	21.56667	59.29667	21.56667_59.29667
Northern Baltic Proper	21.08333	59.03333	21.08333_59.03333
Åland Sea	19.88333	59.66	19.88333_59.66
Eastern Gotland Basin	19.58333	56.63333	19.58333_56.63333
Eastern Gotland Basin	20.05	57.33333	20.05_57.33333
Eastern Gotland Basin	20.16667	57.61667	20.16667_57.61667
Eastern Gotland Basin	19.88333	58.0	19.88333_58.0
Northern Baltic Proper	20.33333	58.44167	20.33333_58.44167
Northern Baltic Proper	20.31667	58.88333	20.31667_58.88333
Eastern Gotland Basin	18.4	55.555	18.4_55.555
Bornholm Basin	15.98333	55.25	15.98333_55.25
Bornholm Basin	17.06667	55.21667	17.06667_55.21667
Eastern Gotland Basin	19.28333	56.125	19.28333_56.125
16	17.219	60.68867	17.219_60.68867
16	17.2745	60.7115	17.2745_60.7115
16	17.3165	60.729	17.3165_60.729
16	17.28383	60.697	17.28383_60.697
16	17.316	60.69833	17.316_60.69833
Bornholm Basin	16.51667	55.275	16.51667_55.275
Arkona Basin	12.575	55.27167	12.575_55.27167
Arkona Basin	13.3	55.0	13.3_55.0
Arkona Basin	14.08333	55.0	14.08333_55.0
Arkona Basin	14.4	55.29167	14.4_55.29167
Bornholm Basin	15.33333	55.38333	15.33333_55.38333
Bornholm Basin	14.86667	55.61667	14.86667_55.61667
6	12.69167	55.99167	12.69167_55.99167
Kattegat	12.51167	56.13	12.51167_56.13
Arkona Basin	12.75833	55.55417	12.75833_55.55417
The Sound	12.955	55.64667	12.955_55.64667
The Sound	12.79667	55.77	12.79667_55.77
Kattegat	10.79167	56.85667	10.79167_56.85667
Kattegat	11.16	56.13167	11.16_56.13167
Kattegat	12.11667	56.66667	12.11667_56.66667
Kattegat	11.14167	57.505	11.14167_57.505
Kattegat	10.9	57.465	10.9_57.465
Kattegat	10.70833	57.43333	10.70833_57.43333
8	15.82167	56.08167	15.82167_56.08167
8	15.66333	56.14833	15.66333_56.14833
Kattegat	12.37	56.23333	12.37_56.23333
Kattegat	10.74167	57.29333	10.74167_57.29333
8	15.505	56.13167	15.505_56.13167
Kattegat Danish Coastal waters, including Limfjord	11.80833	56.16667	11.80833_56.16667
Kattegat	11.66667	57.19167	11.66667_57.19167
Kattegat	11.325	57.53333	11.325_57.53333
Kattegat	11.525	57.55	11.525_57.55
16	17.16633	60.9575	17.16633_60.9575
16	17.1835	60.96967	17.1835_60.96967
16	17.20717	60.97333	17.20717_60.97333
16	17.2125	60.95467	17.2125_60.95467
12n	18.68067	59.25167	18.68067_59.25167
12n	18.771	59.3355	18.771_59.3355
12n	18.85267	59.31383	18.85267_59.31383
12n	18.49883	59.48883	18.49883_59.48883
12n	18.5205	59.40917	18.5205_59.40917
12n	18.67333	59.37833	18.67333_59.37833
12n	18.34667	59.44783	18.34667_59.44783
12n	18.39067	59.4395	18.39067_59.4395
24	18.13667	59.40433	18.13667_59.40433
24	18.35817	59.40567	18.35817_59.40567
24	18.34717	59.3995	18.34717_59.3995
24	18.46567	59.33783	18.46567_59.33783
24	18.22583	59.34383	18.22583_59.34383
24	18.259	59.3605	18.259_59.3605
Kattegat	11.36167	57.67333	11.36167_57.67333
4	11.97583	57.28867	11.97583_57.28867
4	12.05083	57.20733	12.05083_57.20733
Kattegat	11.82717	57.09167	11.82717_57.09167
Kattegat	11.83233	56.79267	11.83233_56.79267
Kattegat	11.75833	56.95833	11.75833_56.95833
Kattegat	11.7	56.92333	11.7_56.92333
Kattegat	12.21767	56.81267	12.21767_56.81267
Kattegat	11.44917	57.19367	11.44917_57.19367
Kattegat	11.0855	56.436	11.0855_56.436
Kattegat	10.95767	56.21983	10.95767_56.21983
Kattegat	11.82833	56.61333	11.82833_56.61333
Kattegat	11.90833	56.4	11.90833_56.4
Kattegat	11.32083	57.37733	11.32083_57.37733
Kattegat	10.84	57.445	10.84_57.445
Kattegat	11.58117	57.33533	11.58117_57.33533
Kattegat	12.31333	56.62167	12.31333_56.62167
The Sound	12.86667	55.78333	12.86667_55.78333
Kattegat	12.2	56.575	12.2_56.575
The Sound	12.75	55.86667	12.75_55.86667
Kattegat	12.263	56.37883	12.263_56.37883
Kattegat	12.2015	57.01583	12.2015_57.01583
5	12.80833	56.55	12.80833_56.55
5	12.68833	56.55167	12.68833_56.55167
Kattegat	12.56667	56.555	12.56667_56.555
Kattegat	12.44333	56.55833	12.44333_56.55833
Kattegat	12.325	56.56167	12.325_56.56167
5	12.8775	56.54867	12.8775_56.54867
Kattegat	12.31233	56.86083	12.31233_56.86083
5	12.55	56.355	12.55_56.355
Kattegat	12.21667	56.56667	12.21667_56.56667
Skagerrak	10.84383	58.53733	10.84383_58.53733
Skagerrak	11.3	57.86667	11.3_57.86667
Skagerrak	10.8385	58.63483	10.8385_58.63483
Skagerrak	11.03333	58.33667	11.03333_58.33667
Skagerrak	10.82333	57.876	10.82333_57.876
Kattegat	10.99333	57.675	10.99333_57.675
Skagerrak	10.18333	58.26667	10.18333_58.26667
Skagerrak	11.16817	57.8955	11.16817_57.8955
Skagerrak	11.07917	58.06033	11.07917_58.06033
Skagerrak	9.81483	57.87767	9.81483_57.87767
Skagerrak	10.72867	58.125	10.72867_58.125
Skagerrak	9.887	57.9835	9.887_57.9835
Skagerrak	9.8645	58.0265	9.8645_58.0265
Skagerrak	9.76667	58.05	9.76667_58.05
Skagerrak	9.72617	57.73417	9.72617_57.73417
Skagerrak	10.5685	57.8305	10.5685_57.8305
Skagerrak	10.148	57.73167	10.148_57.73167
Skagerrak	8.53317	57.4045	8.53317_57.4045
Skagerrak	8.53483	57.45267	8.53483_57.45267
Skagerrak	8.54733	57.52783	8.54733_57.52783
Skagerrak	8.77833	57.61583	8.77833_57.61583
Skagerrak	8.72267	57.75533	8.72267_57.75533
Kattegat	12.21667	56.45	12.21667_56.45
Bothnian Bay	21.85	64.41667	21.85_64.41667
7	14.54	55.98333	14.54_55.98333
Bornholm Basin	14.49333	55.91333	14.49333_55.91333
Bornholm Basin	14.265	55.83167	14.265_55.83167
Bornholm Basin	14.30833	55.65	14.30833_55.65
Bornholm Basin	14.50333	55.62167	14.50333_55.62167
Bornholm Basin	14.315	55.46	14.315_55.46
Bornholm Basin	14.64833	55.78333	14.64833_55.78333
8	15.55667	56.15833	15.55667_56.15833
Bothnian Sea	18.34667	60.81	18.34667_60.81
7	14.58833	56.04167	14.58833_56.04167
8	14.70167	56.145	14.70167_56.145
8	14.945	56.14833	14.945_56.14833
8	15.04333	56.16833	15.04333_56.16833
8	15.28	56.15167	15.28_56.15167
8	14.97167	56.125	14.97167_56.125
Bothnian Sea	17.945	61.20667	17.945_61.20667
Bothnian Sea	18.485	61.58167	18.485_61.58167
Bothnian Sea	19.45667	62.16333	19.45667_62.16333
Bothnian Sea	18.835	62.38333	18.835_62.38333
Bothnian Sea	18.62733	62.60433	18.62733_62.60433
Bothnian Sea	19.57833	62.66833	19.57833_62.66833
Bothnian Sea	19.785	63.06667	19.785_63.06667
Bothnian Bay	21.275	63.87333	21.275_63.87333
Bothnian Bay	21.06167	63.96	21.06167_63.96
Bothnian Bay	21.40667	64.245	21.40667_64.245
Bothnian Bay	22.73333	64.675	22.73333_64.675
Bothnian Bay	22.52	64.485	22.52_64.485
Skagerrak	9.93333	57.63333	9.93333_57.63333
Skagerrak	9.89167	57.675	9.89167_57.675
Skagerrak	9.85	57.71667	9.85_57.71667
Skagerrak	9.80833	57.75833	9.80833_57.75833
Skagerrak	9.71667	57.85833	9.71667_57.85833
Skagerrak	9.6	58.025	9.6_58.025
22	22.39733	65.49917	22.39733_65.49917
Bothnian Bay	22.81117	65.29783	22.81117_65.29783
Skagerrak	8.56667	57.16667	8.56667_57.16667
Skagerrak	8.53333	57.21667	8.53333_57.21667
North Sea	7.5	57.26667	7.5_57.26667
Skagerrak	8.41667	57.38333	8.41667_57.38333
Skagerrak	8.31667	57.55	8.31667_57.55
Skagerrak	8.2	57.69167	8.2_57.69167
Bothnian Bay	23.48333	64.79167	23.48333_64.79167
North Sea	8.1	56.71667	8.1_56.71667
North Sea	6.63333	56.71667	6.63333_56.71667
North Sea	7.96667	56.71667	7.96667_56.71667
North Sea	7.83333	56.71667	7.83333_56.71667
North Sea	7.7	56.71667	7.7_56.71667
North Sea	7.43333	56.71667	7.43333_56.71667
North Sea	7.03333	56.71667	7.03333_56.71667
The Quark	20.66667	63.0	20.66667_63.0
North Sea	8.08333	56.71667	8.08333_56.71667
Bothnian Sea	20.04167	61.84167	20.04167_61.84167
Bothnian Sea	20.93333	61.13333	20.93333_61.13333
Skagerrak	8.5	57.26667	8.5_57.26667
Skagerrak	8.21	57.68833	8.21_57.68833
Skagerrak	9.60167	58.025	9.60167_58.025
Bothnian Bay	22.75333	65.27667	22.75333_65.27667
4	11.66667	57.56167	11.66667_57.56167
Kattegat	11.43333	57.53833	11.43333_57.53833
Bornholm Basin	14.89	55.6	14.89_55.6
Western Gotland Basin	19.1	58.78333	19.1_58.78333
Western Gotland Basin	18.19167	57.64167	18.19167_57.64167
Western Gotland Basin	17.93333	57.66667	17.93333_57.66667
Western Gotland Basin	17.65	57.69167	17.65_57.69167
Western Gotland Basin	17.09167	57.73333	17.09167_57.73333
Bothnian Sea	18.89667	62.715	18.89667_62.715
Bothnian Sea	19.08	62.63	19.08_62.63
Bothnian Sea	19.09	62.61333	19.09_62.61333
Bothnian Sea	17.85667	61.20333	17.85667_61.20333
Bothnian Sea	18.838	61.159	18.838_61.159
19	18.515	62.915	18.515_62.915
19	18.48833	62.86333	18.48833_62.86333
19	18.515	62.85667	18.515_62.85667
Bothnian Sea	18.54167	62.84333	18.54167_62.84333
Bothnian Sea	18.57	62.82667	18.57_62.82667
Bothnian Sea	18.605	62.81833	18.605_62.81833
Bothnian Bay	21.8	64.45833	21.8_64.45833
Bothnian Bay	22.09667	64.30167	22.09667_64.30167
Bothnian Bay	21.46	64.06667	21.46_64.06667
Bothnian Bay	21.75	63.98167	21.75_63.98167
Bothnian Bay	22.88333	65.45	22.88333_65.45
Bothnian Bay	23.11667	65.38167	23.11667_65.38167
Bothnian Bay	23.125	65.34667	23.125_65.34667
Bothnian Bay	22.96167	65.42667	22.96167_65.42667
22	22.19	65.515	22.19_65.515
Bothnian Bay	22.70333	65.38667	22.70333_65.38667
22	22.49667	65.45833	22.49667_65.45833
22	22.39667	65.49833	22.39667_65.49833
22	22.26833	65.54333	22.26833_65.54333
Bothnian Bay	22.81	65.29667	22.81_65.29667
Bothnian Bay	22.49833	65.24833	22.49833_65.24833
Bothnian Bay	22.29	65.22667	22.29_65.22667
23	22.36167	65.3	22.36167_65.3
Bothnian Bay	22.49833	65.30167	22.49833_65.30167
23	22.26167	65.38667	22.26167_65.38667
22	22.26833	65.455	22.26833_65.455
2	11.62667	58.38517	11.62667_58.38517
Bothnian Bay	23.20833	65.0	23.20833_65.0
Bothnian Bay	23.35833	65.275	23.35833_65.275
Bothnian Bay	23.81833	65.43167	23.81833_65.43167
23	23.62167	65.55	23.62167_65.55
23	23.44333	65.70667	23.44333_65.70667
22	23.33383	65.75167	23.33383_65.75167
23	23.31	65.65667	23.31_65.65667
23	23.31333	65.605	23.31333_65.605
23	23.09833	65.55667	23.09833_65.55667
23	21.43833	64.96333	21.43833_64.96333
Bothnian Bay	21.72833	64.41833	21.72833_64.41833
Bothnian Bay	22.06	64.36	22.06_64.36
Bothnian Sea	18.68	62.795	18.68_62.795
The Quark	19.95333	63.37	19.95333_63.37
The Quark	21.27	63.655	21.27_63.655
19	19.63333	63.40333	19.63333_63.40333
Bothnian Sea	18.515	62.85333	18.515_62.85333
Bothnian Sea	18.58167	62.83333	18.58167_62.83333
Bothnian Sea	18.60167	62.82	18.60167_62.82
Bothnian Sea	18.63333	62.80833	18.63333_62.80833
Bothnian Sea	18.63833	62.80667	18.63833_62.80667
Bothnian Sea	19.57833	62.66667	19.57833_62.66667
Bothnian Sea	19.78333	63.06667	19.78333_63.06667
Bothnian Sea	19.25	63.11667	19.25_63.11667
19	19.08333	63.18333	19.08333_63.18333
19	19.08	63.185	19.08_63.185
18	18.91167	63.23	18.91167_63.23
18	18.82833	63.24333	18.82833_63.24333
Bothnian Sea	19.76667	62.08333	19.76667_62.08333
Bothnian Sea	18.83333	62.38333	18.83333_62.38333
Bothnian Sea	18.43	62.78333	18.43_62.78333
Bothnian Sea	19.25167	61.09167	19.25167_61.09167
Bothnian Sea	17.64833	60.81667	17.64833_60.81667
Bothnian Sea	19.09	60.675	19.09_60.675
Bothnian Sea	19.24833	60.835	19.24833_60.835
Bothnian Sea	19.435	60.98333	19.435_60.98333
Eastern Gotland Basin	19.83333	57.06667	19.83333_57.06667
Eastern Gotland Basin	18.83333	57.16667	18.83333_57.16667
Eastern Gotland Basin	18.86667	55.85	18.86667_55.85
Kattegat	12.51	56.13	12.51_56.13
Åland Sea	19.06667	60.225	19.06667_60.225
North Sea	7.51667	57.1	7.51667_57.1
North Sea	7.63333	57.01667	7.63333_57.01667
North Sea	7.75	56.91667	7.75_56.91667
North Sea	7.88333	56.83333	7.88333_56.83333
North Sea	7.96667	56.76667	7.96667_56.76667
North Sea	8.06667	56.7	8.06667_56.7
North Sea	7.04167	57.88333	7.04167_57.88333
North Sea	7.01667	57.71667	7.01667_57.71667
North Sea	6.98333	57.5	6.98333_57.5
North Sea	7.11667	57.4	7.11667_57.4
North Sea	7.25	57.3	7.25_57.3
North Sea	7.38333	57.2	7.38333_57.2
Skagerrak	8.08333	58.05	8.08333_58.05
Skagerrak	8.1	57.98333	8.1_57.98333
Skagerrak	8.16667	57.91667	8.16667_57.91667
Skagerrak	8.2	57.85	8.2_57.85
Skagerrak	8.28333	57.73333	8.28333_57.73333
Kattegat	10.75	57.63333	10.75_57.63333
Skagerrak	9.66667	57.8	9.66667_57.8
Skagerrak	9.78333	57.7	9.78333_57.7
Skagerrak	9.86667	57.63333	9.86667_57.63333
Skagerrak	9.26667	58.06667	9.26667_58.06667
Skagerrak	9.35	58.0	9.35_58.0
Skagerrak	9.45	57.93333	9.45_57.93333
Skagerrak	9.56667	57.85	9.56667_57.85
Skagerrak	8.5	57.31667	8.5_57.31667
Skagerrak	8.55	57.23333	8.55_57.23333
Skagerrak	8.58333	57.16667	8.58333_57.16667
Skagerrak	8.33333	57.65	8.33333_57.65
Skagerrak	8.36667	57.55	8.36667_57.55
Skagerrak	8.41667	57.48333	8.41667_57.48333
Skagerrak	8.46667	57.4	8.46667_57.4
Skagerrak	9.6	58.81667	9.6_58.81667
Skagerrak	10.4	57.96667	10.4_57.96667
Skagerrak	9.66667	58.75	9.66667_58.75
Skagerrak	9.75	58.68333	9.75_58.68333
Skagerrak	9.81667	58.6	9.81667_58.6
Skagerrak	9.81667	58.48333	9.81667_58.48333
Skagerrak	10.0	58.38333	10.0_58.38333
Skagerrak	10.13333	58.26667	10.13333_58.26667
Skagerrak	10.23333	58.15	10.23333_58.15
Skagerrak	10.31667	58.05	10.31667_58.05
Skagerrak	8.81667	58.38333	8.81667_58.38333
Skagerrak	8.88333	58.33333	8.88333_58.33333
Skagerrak	8.98333	58.26667	8.98333_58.26667
Skagerrak	9.18017	58.173	9.18017_58.173
Skagerrak	10.45	57.9	10.45_57.9
Skagerrak	10.53333	57.81667	10.53333_57.81667
Skagerrak	10.56667	57.76667	10.56667_57.76667
Kattegat	11.07333	56.435	11.07333_56.435
Kattegat	10.95583	56.3145	10.95583_56.3145
Kattegat	11.9535	56.3485	11.9535_56.3485
Skagerrak	9.88333	57.675	9.88333_57.675
Skagerrak	9.675	57.75	9.675_57.75
Skagerrak	9.76667	57.86667	9.76667_57.86667
Skagerrak	9.6	58.01667	9.6_58.01667
Kattegat	12.4295	56.225	12.4295_56.225
Kattegat	12.5785	56.5515	12.5785_56.5515
The Sound	12.88317	55.77433	12.88317_55.77433
The Sound	12.69683	55.94433	12.69683_55.94433
5	12.53967	56.36567	12.53967_56.36567
Kattegat	12.19533	56.57917	12.19533_56.57917
Kattegat	11.81633	56.58633	11.81633_56.58633
Kattegat	11.83683	57.123	11.83683_57.123
Kattegat	11.80833	56.797	11.80833_56.797
Kattegat	12.20767	57.0175	12.20767_57.0175
4	12.066	57.18167	12.066_57.18167
4	11.96667	57.271	11.96667_57.271
Kattegat	12.3155	56.85917	12.3155_56.85917
North Sea	7.93333	56.71667	7.93333_56.71667
Kattegat	11.5795	57.3085	11.5795_57.3085
Kattegat	11.4545	57.15083	11.4545_57.15083
Kattegat	11.555	57.54333	11.555_57.54333
Kattegat	11.37917	57.65417	11.37917_57.65417
Skagerrak	11.20817	57.877	11.20817_57.877
Skagerrak	10.99867	57.8835	10.99867_57.8835
North Sea	8.31667	57.0	8.31667_57.0
Skagerrak	10.726	58.07883	10.726_58.07883
Skagerrak	10.84067	58.52317	10.84067_58.52317
Skagerrak	10.95283	58.28167	10.95283_58.28167
Skagerrak	11.091	58.03483	11.091_58.03483
3	11.13633	58.4735	11.13633_58.4735
Skagerrak	10.837	58.63333	10.837_58.63333
Skagerrak	9.75733	57.74783	9.75733_57.74783
Skagerrak	8.55933	57.45167	8.55933_57.45167
