STATN	STNCODE	MONTH	DEPH	TEMP:mean	TEMP:std	TEMP:number_of_values	SALT:mean	SALT:std	SALT:number_of_values	DOXY:mean	DOXY:std	DOXY:number_of_values	O2SAT:mean	O2SAT:std	O2SAT:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	NTRZ:mean	NTRZ:std	NTRZ:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CPHL:mean	CPHL:std	CPHL:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values	ALKY:mean	ALKY:std	ALKY:number_of_values	PH:mean	PH:std	PH:number_of_values	HUMUS:mean	HUMUS:std	HUMUS:number_of_values
FLADEN	KANX25	12	0.0	5.737	1.846	28	24.561	3.509	28	7.389	0.521	28	98.831	1.724	28	nan	nan	0	0.457	0.138	28	3.741	1.6	28	6.286	2.499	28	0.214	0.124	27	3.038	1.333	26	3.179	1.489	27	0.603	0.404	26	0.789	0.153	25	17.526	2.298	27	2.363	1.9	27	7.833	0.624	3	2.059	0.087	8	8.235	0.225	8	nan	nan	1
FLADEN	KANX25	12	5.0	5.845	1.845	28	24.919	3.423	28	7.33	0.503	28	98.49	1.56	28	nan	nan	0	0.466	0.129	28	3.857	1.604	28	6.171	2.264	28	0.206	0.121	28	3.164	1.326	27	3.244	1.49	27	0.68	0.407	25	0.786	0.134	25	17.359	2.172	27	2.0	1.575	27	7.833	0.624	3	2.052	0.091	8	8.239	0.223	8	nan	nan	1
FLADEN	KANX25	12	10.0	6.644	1.424	28	26.935	2.949	28	6.966	0.431	28	97.024	2.926	28	nan	nan	0	0.484	0.133	28	4.288	1.592	28	5.796	2.151	28	0.21	0.121	28	3.651	1.386	27	3.731	1.567	27	0.61	0.375	26	0.799	0.135	25	16.8	2.042	27	1.619	1.659	27	7.833	0.624	3	2.136	0.039	7	8.228	0.236	8	nan	nan	1
FLADEN	KANX25	12	15.0	7.595	1.243	28	29.287	2.94	28	6.5	0.529	27	94.144	5.076	27	nan	nan	0	0.54	0.12	28	5.014	1.379	28	5.896	1.97	28	0.263	0.159	28	4.227	1.433	27	4.497	1.444	26	0.563	0.41	26	0.814	0.148	25	16.167	2.092	27	1.0	0.896	27	7.833	0.624	3	2.211	0.059	8	8.23	0.238	8	nan	nan	1
FLADEN	KANX25	12	20.0	8.491	1.012	28	31.754	1.959	28	6.128	0.419	28	91.995	4.45	28	nan	nan	0	0.583	0.112	28	5.847	1.53	28	5.929	1.637	28	0.369	0.544	27	5.076	1.574	27	5.558	1.611	26	0.474	0.468	26	0.81	0.136	25	15.574	2.433	27	0.478	0.39	27	7.833	0.624	3	2.268	0.041	8	8.224	0.24	8	nan	nan	1
FLADEN	KANX25	12	30.0	9.077	0.928	28	33.276	0.964	28	5.944	0.364	28	90.945	4.473	28	nan	nan	0	0.609	0.117	28	6.244	1.677	28	5.764	1.448	28	0.39	0.642	28	5.42	1.801	28	5.916	1.766	27	0.525	0.623	26	0.806	0.13	25	14.93	2.738	27	0.283	0.161	18	7.833	0.624	3	2.294	0.033	7	8.228	0.242	8	nan	nan	1
FLADEN	KANX25	12	40.0	9.077	0.944	28	33.802	0.666	28	5.786	0.337	26	89.185	4.681	26	nan	nan	0	0.67	0.144	28	6.732	1.875	28	6.211	1.606	28	0.439	0.8	28	5.905	2.141	27	6.496	2.011	27	0.441	0.575	26	0.876	0.16	23	14.854	2.604	26	0.261	0.15	18	7.833	0.624	3	2.308	0.019	7	8.228	0.243	8	nan	nan	1
FLADEN	KANX25	12	50.0	9.002	0.937	28	34.015	0.608	28	5.744	0.328	27	88.305	4.765	27	nan	nan	0	0.689	0.154	28	6.916	2.049	28	6.45	1.606	28	0.419	0.747	28	6.183	2.32	27	6.774	2.131	27	0.363	0.533	26	0.873	0.162	24	14.978	2.586	27	0.271	0.088	7	7.833	0.624	3	2.304	0.013	8	8.219	0.239	8	nan	nan	1
FLADEN	KANX25	12	60.0	8.965	0.954	28	34.149	0.583	28	5.706	0.343	28	87.696	5.211	28	nan	nan	0	0.709	0.154	28	7.093	2.227	28	6.771	1.48	28	0.43	0.723	28	6.351	2.493	27	6.977	2.288	27	0.347	0.549	26	0.897	0.165	23	15.192	2.791	26	nan	nan	0	7.833	0.624	3	2.306	0.017	7	8.213	0.237	8	nan	nan	1
FLADEN	KANX25	12	70.0	8.974	0.967	27	34.211	0.589	27	5.666	0.37	26	87.155	5.505	26	nan	nan	0	0.738	0.164	27	7.247	2.282	27	7.144	1.676	27	0.449	0.725	27	6.523	2.545	27	7.138	2.339	26	0.362	0.534	25	0.925	0.158	22	15.021	2.713	24	nan	nan	0	nan	nan	2	2.305	0.011	7	8.226	0.249	7	nan	nan	1
