depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p
50.00	12	The Quark								4.78	1.29	19.00	6.91	2.10			5.51	0.12	18.00	5.84	5.34										4.49	1.25	20.00	6.81	2.08			5.39	0.35	20.00	5.69	4.05			8.18	0.57	21.00	9.18	6.92			0.30	0.17	21.00	0.81	0.13			0.05	0.02	22.00	0.12	0.02	0.07	0.02	2.98	0.96	22.00	5.55	1.59	4.44	1.95	3.03	0.97	22.00	5.67	1.61	4.49	1.99	0.17	0.07	20.00	0.35	0.05			17.05	5.81	22.00	30.00	9.90	26.55	9.96																																				18.70	1.47	22.00	21.20	15.70	20.88	16.32	0.53	0.19	21.00	1.02	0.32		
60.00	2	The Quark																																																																																																																																												
60.00	5	The Quark																																																																																																																																												
60.00	6	The Quark																																																																																																																																												
60.00	8	The Quark																																																																																																																																												
60.00	9	The Quark																																																																																																																																												
60.00	10	The Quark																																																																																																																																												
60.00	11	The Quark																																																																																																																																												
60.00	12	The Quark								4.67	1.34	19.00	6.92	2.16			5.58	0.19	18.00	6.06	5.36										4.56	1.27	18.00	7.00	2.13			5.56	0.18	18.00	6.07	5.36			7.91	0.75	20.00	9.15	6.38	8.88	6.49	0.38	0.23	19.00	1.04	0.18			0.05	0.02	20.00	0.08	0.02	0.08	0.03	3.13	0.94	20.00	5.05	1.92	4.80	2.09	3.18	0.95	20.00	5.09	1.96	4.86	2.14	0.16	0.06	18.00	0.27	0.05			17.61	6.95	20.00	34.70	9.40	29.86	9.97																																				18.64	1.48	20.00	21.90	15.30	20.76	16.34	0.58	0.26	20.00	1.26	0.25	1.08	0.34
70.00	2	The Quark																																																																																																																																												
70.00	5	The Quark																																																																																																																																												
70.00	6	The Quark																																																																																																																																												
70.00	8	The Quark																																																																																																																																												
70.00	9	The Quark																																																																																																																																												
70.00	10	The Quark																																																																																																																																												
70.00	11	The Quark																																																																																																																																												
70.00	12	The Quark								4.61	1.43	19.00	7.09	2.35			5.66	0.23	18.00	6.18	5.39										4.38	1.32	17.00	7.07	2.35			5.62	0.21	18.00	6.16	5.40			7.70	0.81	20.00	9.17	6.23	8.71	6.28	0.44	0.27	19.00	1.13	0.20			0.06	0.02	20.00	0.09	0.02	0.08	0.03	3.43	1.16	20.00	5.84	1.95	5.42	2.06	3.49	1.17	20.00	5.90	1.98	5.47	2.12	0.16	0.10	18.00	0.39	0.05			18.97	7.82	20.00	35.60	9.40	32.09	10.16																																				19.16	1.66	20.00	22.50	15.60	21.36	16.93	0.67	0.29	19.00	1.35	0.36		
75.00	2	The Quark																																																																																																																																												
75.00	3	The Quark																																																																																																																																												
75.00	8	The Quark																																																																																																																																												
75.00	9	The Quark																																																																																																																																												
80.00	2	The Quark																																																																																																																																												
80.00	5	The Quark																																																																																																																																												
80.00	6	The Quark																																																																																																																																												
80.00	8	The Quark																																																																																																																																												
80.00	9	The Quark																																																																																																																																												
80.00	10	The Quark																																																																																																																																												
80.00	11	The Quark																																																																																																																																												
80.00	12	The Quark								4.53	1.46	19.00	7.06	2.61			5.70	0.25	18.00	6.22	5.41										4.39	1.35	18.00	7.00	2.57			5.67	0.23	18.00	6.22	5.41			7.48	0.89	18.00	9.16	6.14			0.49	0.29	19.00	1.18	0.20			0.06	0.02	20.00	0.09	0.02	0.09	0.03	3.79	1.35	19.00	6.61	1.90			3.78	1.36	20.00	6.67	1.94	5.75	2.36	0.16	0.08	18.00	0.34	0.05			20.21	8.43	20.00	36.10	10.20	35.15	10.39																																				19.49	1.84	19.00	23.70	16.30			0.73	0.32	19.00	1.38	0.37		
100.00	2	The Quark																																																																																																																																												
100.00	3	The Quark																																																																																																																																												
100.00	5	The Quark																																																																																																																																												
100.00	6	The Quark																																																																																																																																												
100.00	8	The Quark																																																																																																																																												
100.00	9	The Quark																																																																																																																																												
100.00	10	The Quark																																																																																																																																												
100.00	11	The Quark																																																																																																																																												
100.00	12	The Quark								4.37	1.41	19.00	6.99	2.45			5.76	0.24	18.00	6.29	5.41										4.32	1.38	20.00	6.94	2.47	6.84	2.60	5.75	0.26	19.00	6.31	5.41			7.30	0.89	20.00	9.18	5.98	8.52	5.99	0.55	0.30	19.00	1.26	0.22			0.06	0.02	20.00	0.12	0.03	0.12	0.04	4.20	1.44	20.00	6.93	1.89	6.05	2.61	4.22	1.45	20.00	7.01	1.94	6.10	2.67	0.17	0.09	18.00	0.34	0.05			22.13	8.84	20.00	37.25	10.60	36.73	11.27																																				19.84	1.45	20.00	22.77	17.15	21.94	17.58	0.78	0.35	20.00	1.47	0.34	1.36	0.37
125.00	12	The Quark																																																																																																																																												
