depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p
30.00	8	Bothnian Bay	5.80	1.36	15	7.50	3.00			3.43	0.64	18	4.85	2.26	4.70	2.74	3.32	0.07	18	3.45	3.15	3.41	3.19			0							0					3.24	0.09	3	3.31	3.15					0					0.02	0.01	18	0.06	0.01	0.04	0.01	0.37	0.14	18	0.66	0.17	0.64	0.22	6.54	0.49	18	7.49	5.29	7.12	5.90			0					0.54	0.12	18	0.79	0.32	0.75	0.36	29.10	1.67	18	32.90	25.10	31.54	26.97			0							0							0							0							0				
30.00	9	Bothnian Bay	5.89	0.70	10	7.20	4.90			4.96	1.91	14	9.72	2.88	8.91	3.18	3.27	0.10	14	3.38	3.00	3.36	3.12			0							0							0							0					0.02	0.01	13	0.03	0.01			0.39	0.14	13	0.69	0.21			6.27	0.90	13	7.64	4.25					0					0.57	0.23	13	1.04	0.33			30.32	3.50	13	38.10	26.00					0							0							0							0							0				
30.00	10	Bothnian Bay	6.31	0.95	9	7.50	4.90			6.08	0.83	14	7.50	4.67	7.42	4.77	3.20	0.13	14	3.47	2.97	3.45	3.03			0							0					3.25	0.21	3	3.47	3.06					0					0.02	0.01	12	0.04	0.01			0.27	0.07	12	0.40	0.19			5.87	0.99	12	8.00	4.70					0					0.47	0.12	11	0.68	0.27			30.24	4.04	12	40.90	26.40					0							0							0							0							0				
30.00	11	Bothnian Bay	5.49	0.64	8	6.37	4.50			4.04	0.80	34	5.68	2.55			3.27	0.10	34	3.41	2.99					0					4.00	0.84	34	5.65	2.39			3.30	0.12	34	3.48	3.00			8.57	0.18	34	8.90	8.25			0.05	0.03	46	0.10	0.01			0.14	0.05	46	0.28	0.05			6.27	0.86	46	9.20	4.46			5.92	0.61	22	7.04	4.70			0.44	0.23	33	1.11	0.14			28.66	2.95	46	36.00	22.70					0					6.82	3.11	12	12.70	4.70					0					7.89	0.05	7	7.96	7.84			0.84	0.01	5	0.85	0.83		
30.00	12	Bothnian Bay	6.91	0.81	8	8.00	5.30			3.61	0.90	129	5.48	0.89			3.11	0.14	123	3.54	2.83			8.40	0.23	52	8.98	7.89			3.50	0.94	117	5.51	0.86			3.13	0.14	120	3.58	2.83			8.79	0.30	130	10.09	8.30			0.07	0.02	128	0.12	0.04			0.09	0.05	130	0.27	0.02			5.96	0.83	124	7.97	4.04			6.08	0.84	127	8.00	4.11			0.35	0.22	123	1.15	0.05			33.09	2.75	134	39.50	24.90	37.30	28.50			0					13.45	1.30	33	15.60	10.50					0					7.89	0.04	24	8.00	7.84			0.83	0.04	31	0.88	0.76		
40.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			1.28	0.72	50	3.52	-0.04			3.11	0.16	50	3.40	2.73			9.03	0.23	7	9.31	8.57			1.79	0.01	2	1.80	1.79			3.27	0.20	6	3.54	3.00			9.21	0.23	6	9.38	8.75			0.05	0.02	51	0.12	0.01			0.06	0.02	52	0.13	0.02			7.05	0.63	52	8.00	5.23					0					0.15	0.13	47	0.61	0.06			34.72	4.27	52	41.66	26.80					0					17.50		1	17.50	17.50					0					7.83	0.07	10	7.94	7.70			0.85	0.01	10	0.88	0.83		
40.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			0.24	0.47	25	1.34	-0.17			3.09	0.15	25	3.36	2.70			9.05	0.15	5	9.22	8.90					0							0					9.67	0.03	2	9.69	9.65			0.06	0.03	26	0.14	0.03	0.12	0.03	0.05	0.03	26	0.14	0.02	0.10	0.02	7.11	0.62	26	8.35	5.90	7.85	6.02			0					0.11	0.06	26	0.29	0.06	0.21	0.06	36.50	3.63	26	42.00	28.20	41.21	29.38			0					18.10		1	18.10	18.10					0					7.84	0.04	8	7.91	7.78			0.84	0.02	7	0.88	0.81		
40.00	3	Bothnian Bay	5.87	2.13	6	9.00	3.50			-0.03	0.18	27	0.63	-0.18			3.10	0.23	27	3.39	2.12					0							0					3.36	0.04	3	3.41	3.34					0					0.05	0.01	29	0.07	0.03			0.05	0.01	30	0.08	0.02	0.07	0.03	7.72	0.63	30	9.36	5.74	8.33	6.79			0					0.17	0.10	30	0.51	0.07	0.35	0.07	36.33	4.03	30	42.70	25.90	41.77	30.26			0							0							0					7.83	0.03	4	7.85	7.80			0.86		1	0.86	0.86		
40.00	4	Bothnian Bay	6.73	1.70	22	10.00	3.50			0.23	0.35	41	1.19	-0.18			3.14	0.14	40	3.38	2.87			9.34	0.07	4	9.39	9.24					0							0							0					0.04	0.03	10	0.10	0.01			0.07	0.03	10	0.16	0.05			7.71	0.33	10	8.28	7.28					0					0.17	0.11	10	0.42	0.08			28.30	5.18	10	32.60	18.80					0							0							0					7.85	0.05	12	7.92	7.76			0.85	0.02	9	0.88	0.81		
40.00	5	Bothnian Bay	6.79	1.58	40	10.40	3.00			1.06	0.73	74	2.88	-0.14			3.25	0.19	74	3.64	2.83			9.45	0.17	4	9.63	9.30			1.41	0.68	14	2.78	0.50			3.49	0.06	14	3.63	3.44			9.69	0.13	14	9.90	9.44			0.03	0.02	33	0.10	0.01			0.12	0.06	30	0.22	0.05			7.38	0.88	33	9.70	5.62					0					0.18	0.08	24	0.37	0.07			28.45	1.91	30	31.60	22.90					0					3.92	0.12	6	4.10	3.80					0					7.85	0.10	11	7.97	7.64			0.86	0.02	8	0.89	0.82		
40.00	6	Bothnian Bay	5.42	1.37	37	8.80	3.00			2.32	0.84	61	4.12	0.13			3.18	0.19	59	3.68	2.81			9.23	0.20	8	9.53	8.95			2.73	0.82	6	3.69	1.56			3.38	0.12	7	3.53	3.16			9.48	0.10	7	9.59	9.31			0.03	0.02	22	0.06	0.01			0.13	0.06	22	0.28	0.05			6.87	0.53	22	7.92	5.96			7.21	0.38	7	7.68	6.63			0.22	0.08	20	0.39	0.07			29.22	2.53	22	34.60	22.10					0							0							0					7.87	0.10	15	8.05	7.69			0.83	0.04	13	0.88	0.75		
40.00	7	Bothnian Bay	4.60	0.66	21	6.10	3.50			2.99	0.75	40	4.53	1.24	4.06	1.49	3.13	0.14	38	3.42	2.85			9.07	0.19	8	9.34	8.83					0							0							0					0.02	0.01	8	0.05	0.01			0.21	0.04	8	0.27	0.17			6.47	0.50	8	7.54	6.01					0					0.42	0.10	8	0.56	0.24			28.31	1.49	7	30.70	26.50					0							0							0					7.79	0.08	14	7.89	7.64			0.86	0.01	9	0.87	0.83		
40.00	8	Bothnian Bay	5.29	1.17	33	7.50	3.00			3.00	0.55	62	4.15	1.72	3.94	2.15	3.20	0.17	62	3.57	2.84	3.50	2.93	8.87	0.20	8	9.04	8.49					0					3.30	0.07	3	3.37	3.23					0					0.01	0.01	26	0.03	0.01			0.35	0.14	27	0.70	0.05			6.57	0.62	27	7.72	4.59					0					0.46	0.15	26	0.66	0.14			28.91	2.27	26	34.20	24.90					0							0							0					7.75	0.06	13	7.83	7.61			0.86	0.02	8	0.89	0.83		
40.00	9	Bothnian Bay	5.44	0.80	27	7.20	3.50			3.44	1.59	53	10.65	1.80	6.06	2.10	3.22	0.18	53	3.58	2.82	3.47	2.91	8.27	0.42	8	8.73	7.38					0							0							0					0.02	0.01	19	0.03	0.01			0.30	0.18	19	0.66	0.05			7.30	1.10	19	9.14	4.30					0					0.36	0.20	19	0.81	0.12			30.14	3.61	19	38.30	25.20					0							0							0					7.67	0.09	9	7.78	7.50			0.86	0.02	7	0.89	0.84		
40.00	10	Bothnian Bay	5.98	0.97	20	7.50	4.00			5.19	1.55	36	8.50	2.28			3.19	0.20	36	3.51	2.73			8.06	0.31	6	8.43	7.70					0					3.26	0.18	3	3.46	3.11					0					0.02	0.01	14	0.04	0.01			0.20	0.10	14	0.37	0.05			6.32	0.74	14	7.57	5.35					0					0.34	0.14	13	0.61	0.15			29.74	3.76	14	40.20	25.60					0							0							0					7.69	0.08	10	7.80	7.56			0.85	0.03	7	0.88	0.81		
40.00	11	Bothnian Bay	5.37	1.03	13	6.50	2.50			4.58	1.00	52	7.63	3.08			3.20	0.17	52	3.51	2.86			7.91	0.15	2	8.01	7.80			4.02	0.69	31	5.61	2.70			3.35	0.12	32	3.51	3.01			8.53	0.18	32	8.89	8.08			0.05	0.03	44	0.15	0.01			0.12	0.04	44	0.24	0.05			6.53	0.79	44	9.27	4.82			6.19	0.57	20	7.21	5.06			0.37	0.19	32	0.75	0.07			28.71	2.78	44	34.90	22.80					0					6.76	3.05	11	11.70	4.70					0					7.83	0.11	9	7.96	7.67			0.85	0.02	7	0.88	0.82		
40.00	12	Bothnian Bay	6.29	1.15	13	8.00	4.00			3.83	0.86	142	5.63	1.19			3.12	0.15	137	3.55	2.76			8.36	0.21	55	8.91	7.88			3.65	0.89	118	5.50	1.23			3.16	0.15	119	3.87	2.84			8.72	0.30	127	9.96	8.01			0.06	0.02	146	0.20	0.01			0.09	0.04	147	0.24	0.02			6.03	0.84	144	8.07	4.18			6.12	0.86	122	7.97	4.26			0.32	0.21	141	1.10	0.05			33.68	3.20	151	45.60	22.80					0					13.12	1.30	33	15.60	10.20					0					7.86	0.06	30	8.00	7.73			0.83	0.03	35	0.88	0.76		
50.00	1	Bothnian Bay	5.75	0.71	4	6.70	5.20			1.11	0.64	14	1.99	0.00			3.18	0.19	14	3.38	2.83			8.78	0.34	6	9.30	8.35					0					3.18	0.13	3	3.26	3.03			8.91	0.34	2	9.15	8.67			0.06	0.03	14	0.13	0.02			0.07	0.03	14	0.13	0.03			7.32	0.52	14	7.99	6.37					0					0.18	0.10	13	0.41	0.06			31.44	4.75	14	40.59	27.00					0							0							0					7.87	0.09	2	7.93	7.80			0.88		1	0.88	0.88		
50.00	2	Bothnian Bay	7.80		1	7.80	7.80			0.39	0.67	4	1.32	-0.16	1.18	-0.14	3.30	0.31	4	3.57	2.85	3.55	2.93	8.99	0.48	2	9.33	8.65					0							0							0					0.07	0.05	4	0.15	0.03	0.14	0.03	0.04	0.02	4	0.06	0.02	0.06	0.02	7.24	0.95	4	8.42	6.43	8.29	6.44			0					0.08	0.02	4	0.10	0.06	0.10	0.06	32.52	4.80	4	37.74	28.10	37.39	28.20			0							0							0					7.80		1	7.80	7.80					0				
50.00	3	Bothnian Bay	6.07	1.62	3	7.00	4.20			0.19	0.32	3	0.53	-0.10			3.38	0.05	3	3.43	3.35					0							0					3.38	0.04	2	3.40	3.35					0					0.05	0.01	3	0.05	0.04			0.06	0.01	4	0.07	0.05			7.94	0.19	4	8.13	7.72					0					0.13	0.07	4	0.22	0.07			30.43	2.24	4	32.70	27.50					0							0							0							0							0				
50.00	4	Bothnian Bay	7.33	1.67	9	10.00	4.20	9.52	5.08	0.37	0.79	9	1.99	-0.18	1.78	-0.15	3.40	0.06	8	3.48	3.30					0							0							0							0					0.04	0.03	6	0.09	0.01			0.07	0.03	6	0.11	0.05			7.70	0.38	6	8.19	7.28					0					0.26	0.18	6	0.50	0.07			26.11	5.94	6	32.40	18.70					0							0							0							0							0				
50.00	5	Bothnian Bay	7.24	1.64	20	10.40	4.80			0.97	0.65	28	2.76	-0.15	1.83	-0.09	3.48	0.10	28	3.71	3.25	3.63	3.31			0					1.40	0.62	12	2.77	0.56			3.50	0.06	12	3.69	3.44			9.54	0.22	12	9.75	8.96			0.03	0.01	25	0.07	0.01			0.13	0.05	25	0.22	0.05			7.21	0.58	25	8.35	5.54					0					0.21	0.08	19	0.42	0.07			28.46	1.95	25	31.90	21.70					0					3.93	0.11	7	4.10	3.80					0							0							0				
50.00	6	Bothnian Bay	5.81	1.58	13	8.80	3.00			1.55	0.81	13	2.97	0.05			3.48	0.14	13	3.71	3.31					0					2.10	0.65	7	3.11	1.03			3.43	0.13	7	3.65	3.31			9.46	0.14	7	9.65	9.23			0.03	0.02	16	0.06	0.01			0.13	0.05	16	0.23	0.05			7.17	0.67	16	8.63	5.89			7.31	0.58	7	7.78	6.02			0.19	0.07	14	0.33	0.10			29.67	2.10	16	33.20	25.50					0							0							0					7.94	0.09	4	8.00	7.82			0.79	0.03	4	0.83	0.78		
50.00	7	Bothnian Bay	5.43	0.41	5	6.10	5.05			2.06	0.42	7	2.41	1.41	2.41	1.45	3.41	0.06	6	3.49	3.35					0							0							0							0					0.02	0.01	6	0.03	0.01			0.25	0.05	6	0.30	0.18			6.77	0.76	6	8.06	5.80					0					0.39	0.12	6	0.58	0.27			27.55	0.70	5	28.20	26.60					0							0							0					7.63		1	7.63	7.63					0				
50.00	8	Bothnian Bay	5.80	1.36	15	7.50	3.00			2.42	0.65	19	3.90	1.10			3.44	0.11	19	3.67	3.28					0							0					3.32	0.04	3	3.35	3.28					0					0.02	0.02	19	0.10	0.01			0.42	0.17	19	0.76	0.15			6.88	0.63	19	8.13	5.53					0					0.46	0.20	18	0.89	0.07			28.66	1.76	18	31.90	24.90					0							0							0					7.71	0.05	2	7.74	7.67					0				
50.00	9	Bothnian Bay	5.89	0.70	10	7.20	4.90			2.31	0.93	13	4.82	1.25	3.76	1.39	3.52	0.06	13	3.61	3.44	3.61	3.44			0							0							0							0					0.02	0.01	13	0.04	0.01	0.03	0.01	0.27	0.17	13	0.55	0.05	0.53	0.08	7.75	0.99	13	9.31	6.18	9.08	6.19			0					0.30	0.17	13	0.61	0.12	0.59	0.14	31.46	4.63	13	40.50	25.60	39.12	26.71			0							0							0							0							0				
50.00	10	Bothnian Bay	6.31	0.95	9	7.50	4.90			3.28	1.33	14	5.98	2.00	5.86	2.06	3.47	0.15	14	3.62	3.12	3.61	3.19			0							0					3.27	0.17	3	3.46	3.12					0					0.02	0.01	12	0.04	0.01			0.15	0.08	12	0.32	0.05			7.29	1.10	12	9.13	5.58					0					0.27	0.22	11	0.74	0.09			30.12	3.86	12	39.50	26.40					0							0							0							0							0				
50.00	11	Bothnian Bay	5.49	0.64	8	6.37	4.50			3.97	0.75	31	5.84	2.67			3.39	0.16	31	3.74	3.13					0					3.93	0.70	30	5.73	2.62			3.44	0.15	30	3.72	3.13			8.40	0.22	30	8.71	7.86			0.05	0.03	42	0.11	0.01			0.12	0.06	42	0.27	0.02			6.67	0.93	41	9.20	4.95			6.56	1.01	19	8.08	5.27			0.38	0.25	30	1.34	0.07			28.34	3.08	42	34.50	21.20					0					6.59	2.88	11	12.30	4.70					0					7.80	0.16	7	7.96	7.62			0.89	0.04	5	0.93	0.84		
50.00	12	Bothnian Bay	6.90	0.88	7	8.00	5.30			3.84	0.80	113	5.75	2.02			3.23	0.17	108	3.66	2.89			8.29	0.29	45	9.16	7.61			3.70	0.90	98	5.75	1.32			3.24	0.19	106	4.03	2.88			8.60	0.36	116	9.95	7.69			0.07	0.02	113	0.15	0.04			0.08	0.04	114	0.22	0.02			6.25	0.96	110	8.15	4.28			6.33	0.95	111	8.18	4.35			0.29	0.19	106	1.12	0.05			32.81	2.87	117	38.60	21.70					0					12.84	1.22	33	15.70	10.30					0					7.79	0.12	22	7.98	7.60			0.87	0.05	30	0.96	0.76		
60.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			2.02	0.89	50	3.60	-0.02			3.20	0.20	50	3.66	2.84			8.76	0.51	7	9.31	7.75			2.61	1.09	2	3.38	1.84			3.12	0.25	20	3.77	2.83			8.79	0.64	7	9.55	8.01			0.06	0.03	54	0.16	0.02			0.06	0.03	52	0.15	0.02			7.27	0.70	54	8.57	5.28					0					0.14	0.12	47	0.60	0.06			34.59	4.10	52	40.59	26.40					0					17.17	1.31	12	19.20	15.30					0					7.76	0.12	10	7.95	7.57			0.87	0.02	9	0.90	0.85		
60.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			1.24	1.06	25	3.21	-0.17			3.23	0.24	25	4.08	2.88			8.79	0.46	5	9.21	8.13					0					3.16	0.30	13	4.08	2.88			9.27	0.71	2	9.77	8.76			0.08	0.05	25	0.24	0.02			0.04	0.02	25	0.13	0.02			7.24	0.62	25	8.14	5.98					0					0.13	0.08	25	0.32	0.06			36.46	3.47	25	41.70	28.70					0					16.44	1.39	12	18.70	14.80					0					7.74	0.06	8	7.84	7.67			0.87	0.03	7	0.92	0.82		
60.00	3	Bothnian Bay	5.87	2.13	6	9.00	3.50			1.18	0.99	27	3.32	-0.06			3.21	0.25	27	3.61	2.32					0							0					3.27	0.28	5	3.61	2.92			9.36	0.15	3	9.51	9.22			0.06	0.01	29	0.09	0.04			0.05	0.01	30	0.06	0.03	0.05	0.03	7.93	0.66	30	9.71	6.74	9.15	6.98			0					0.16	0.10	30	0.62	0.07	0.32	0.07	36.15	3.92	30	42.00	27.50	41.53	29.75			0					16.89	1.25	9	19.10	15.50					0					7.75	0.07	4	7.84	7.67			0.85		1	0.85	0.85		
60.00	4	Bothnian Bay	6.73	1.70	22	10.00	3.50			0.93	0.84	41	2.98	-0.10			3.25	0.17	40	3.58	2.94			9.07	0.23	4	9.28	8.77					0					3.11	0.15	15	3.54	2.93			9.39	0.26	3	9.68	9.18			0.05	0.02	10	0.09	0.01			0.06	0.02	10	0.10	0.05			7.85	0.46	10	8.84	7.28					0					0.19	0.13	10	0.52	0.07			28.01	6.13	10	34.90	18.70					0					16.29	1.26	23	18.70	14.00					0					7.76	0.08	12	7.87	7.66			0.86	0.01	9	0.89	0.84		
60.00	5	Bothnian Bay	6.78	1.56	41	10.40	3.00			1.19	0.76	74	3.31	-0.15			3.38	0.20	74	3.78	3.01			9.42	0.18	4	9.59	9.24			1.12	0.42	13	1.84	0.57			3.34	0.25	25	3.82	3.01			9.40	0.30	16	9.70	8.86			0.04	0.02	28	0.11	0.01			0.12	0.07	30	0.23	0.05			7.55	0.58	30	8.63	6.62					0					0.21	0.09	24	0.48	0.10			28.87	1.66	30	32.10	23.80					0					10.69	6.64	13	19.60	3.90					0					7.78	0.08	11	7.90	7.64			0.88	0.03	8	0.94	0.84		
60.00	6	Bothnian Bay	5.42	1.37	37	8.80	3.00			1.73	0.68	61	3.70	-0.03			3.34	0.23	59	3.90	2.87			9.08	0.30	8	9.32	8.45			1.43	0.69	6	2.35	0.66			3.20	0.19	22	3.67	2.88			9.47	0.17	8	9.76	9.25			0.04	0.02	21	0.09	0.01			0.12	0.07	21	0.26	0.05			7.52	0.79	21	8.64	5.12			7.76	0.25	6	8.14	7.49			0.21	0.08	20	0.40	0.09			29.51	2.41	21	32.80	22.50					0					15.81	1.44	28	19.50	13.30					0					7.80	0.11	16	7.99	7.57			0.85	0.05	13	0.91	0.78		
60.00	7	Bothnian Bay	4.60	0.66	21	6.10	3.50			2.03	0.75	40	4.11	0.33	3.34	1.04	3.31	0.16	38	3.65	3.02			8.68	0.37	8	9.01	7.86					0					3.19	0.11	16	3.40	2.99					0					0.01	0.01	8	0.02	0.01			0.23	0.09	8	0.32	0.10			7.38	0.78	8	9.02	6.76					0					0.30	0.14	8	0.55	0.11			28.62	1.55	7	31.20	26.85					0					15.25	1.33	21	18.60	12.90					0					7.73	0.08	14	7.85	7.56			0.89	0.02	9	0.91	0.85		
60.00	8	Bothnian Bay	5.29	1.17	33	7.50	3.00			2.03	0.71	62	4.14	0.85	3.67	1.15	3.42	0.19	62	3.92	3.05	3.75	3.14	8.52	0.28	8	9.03	8.10					0					3.24	0.10	17	3.38	3.05			9.00	0.09	3	9.09	8.91			0.02	0.01	27	0.08	0.01			0.31	0.20	27	0.74	0.05			7.49	0.96	27	9.36	5.56					0					0.30	0.19	26	0.77	0.07			29.39	2.79	26	35.20	23.30					0					14.56	1.30	12	17.30	12.70					0					7.68	0.07	13	7.81	7.53			0.90	0.02	8	0.93	0.86		
60.00	9	Bothnian Bay	5.44	0.80	27	7.20	3.50			2.16	0.83	53	4.91	0.74	3.44	1.09	3.50	0.19	53	3.84	3.08	3.75	3.13	8.35	0.25	8	8.69	7.94					0					3.27	0.15	12	3.56	3.11			8.98		1	8.98	8.98			0.03	0.02	19	0.08	0.01			0.16	0.15	19	0.52	0.05			8.32	1.03	19	10.22	5.97					0					0.25	0.14	19	0.60	0.07			30.87	4.55	19	41.10	23.90					0					15.19	1.22	20	17.20	12.30					0					7.66	0.05	9	7.74	7.60			0.93	0.03	7	0.96	0.88		
60.00	10	Bothnian Bay	5.98	0.97	20	7.50	4.00			2.96	0.96	36	5.91	1.57			3.46	0.19	36	3.82	3.12			7.95	0.32	6	8.40	7.47					0					3.32	0.15	14	3.57	3.13			8.30		1	8.30	8.30			0.02	0.01	14	0.05	0.01			0.10	0.09	14	0.32	0.05			7.91	0.93	14	9.20	5.98					0					0.21	0.15	13	0.62	0.10			29.93	3.47	14	38.40	26.00					0					15.43	1.31	6	17.40	14.40					0					7.59	0.04	10	7.66	7.54			0.92	0.03	7	0.95	0.88		
60.00	11	Bothnian Bay	5.37	1.03	13	6.50	2.50			3.77	1.05	50	6.96	1.97			3.44	0.20	50	3.85	2.91			7.60	0.26	2	7.78	7.42			3.85	0.81	30	5.93	2.16			3.48	0.19	34	3.83	2.91			8.32	0.25	32	8.61	7.91			0.06	0.03	43	0.12	0.02			0.10	0.06	43	0.29	0.03			7.07	1.10	43	9.20	4.94			6.84	1.09	19	8.52	5.25			0.32	0.26	31	1.33	0.07			28.64	3.14	43	34.90	21.10					0					8.91	4.80	15	17.20	4.70					0					7.73	0.19	9	7.97	7.50			0.91	0.05	7	0.96	0.85		
60.00	12	Bothnian Bay	6.23	1.18	12	8.00	4.00			3.91	0.81	131	6.46	1.79			3.33	0.28	128	4.57	2.78			8.06	0.40	50	9.06	7.06			3.71	0.81	106	5.63	1.64			3.37	0.29	118	4.71	2.78			8.37	0.39	116	9.91	7.65			0.08	0.04	136	0.24	0.01			0.07	0.05	136	0.28	0.02			6.57	1.13	131	9.16	3.62			6.61	1.12	111	9.21	3.90			0.24	0.17	130	1.01	0.05			33.36	3.57	139	45.90	21.40					0					14.07	2.09	53	18.20	10.20					0					7.68	0.09	30	7.91	7.58			0.90	0.05	35	0.97	0.78		
70.00	1	Bothnian Bay	6.36	1.50	5	8.80	5.20			2.21	0.95	20	3.64	-0.04			3.37	0.25	20	3.75	2.88			8.37	0.78	6	9.29	7.42					0					3.31	0.20	3	3.49	3.10			8.80	0.75	4	9.47	7.74			0.07	0.02	20	0.13	0.03			0.07	0.03	20	0.15	0.03			7.60	0.57	20	8.42	6.40					0					0.17	0.08	16	0.29	0.06			31.38	4.01	20	39.88	26.40					0							0							0					7.76	0.23	2	7.93	7.60			0.85		1	0.85	0.85		
70.00	2	Bothnian Bay	7.80		1	7.80	7.80			1.53	1.48	3	3.11	0.17	2.93	0.28	3.48	0.27	3	3.78	3.28	3.74	3.29	7.88		1	7.88	7.88					0							0							0					0.06	0.04	3	0.11	0.03	0.10	0.03	0.04	0.02	3	0.05	0.02	0.05	0.02	7.70	0.81	3	8.42	6.82	8.37	6.92			0					0.15	0.11	3	0.27	0.06	0.25	0.07	31.48	4.86	3	37.03	28.00	36.27	28.14			0							0							0					7.70		1	7.70	7.70					0				
70.00	3	Bothnian Bay	5.87	2.13	6	9.00	3.50			1.91	0.75	6	2.95	0.95			3.45	0.29	6	3.76	2.97					0							0					3.42	0.32	4	3.76	2.99			9.02	0.98	3	10.03	8.08			0.07	0.01	7	0.08	0.06			0.05	0.01	8	0.06	0.03			7.97	0.39	8	8.28	7.10					0					0.18	0.10	8	0.34	0.07			32.50	4.96	8	40.20	26.30					0					17.00		1	17.00	17.00					0							0							0				
70.00	4	Bothnian Bay	7.60	1.78	10	10.00	4.20			1.30	1.26	10	3.30	-0.10			3.50	0.16	9	3.76	3.31					0							0							0					8.83	0.75	3	9.66	8.20			0.06	0.03	7	0.10	0.03			0.06	0.02	7	0.09	0.05			7.92	0.56	7	8.92	7.28					0					0.23	0.11	7	0.45	0.11			26.81	6.17	7	34.30	19.00					0					15.60		1	15.60	15.60					0							0							0				
70.00	5	Bothnian Bay	7.36	1.51	25	10.40	4.80			0.93	0.68	30	2.37	-0.12			3.62	0.15	30	3.90	3.31					0					1.16	0.40	9	1.78	0.64			3.54	0.07	9	3.66	3.46			9.33	0.38	9	9.66	8.67			0.06	0.03	28	0.12	0.02			0.11	0.06	28	0.21	0.05			7.61	0.56	28	8.55	6.57					0					0.19	0.08	23	0.34	0.06			29.03	1.74	28	32.20	23.20					0					3.96	0.09	5	4.10	3.90					0							0							0				
70.00	6	Bothnian Bay	5.99	1.49	19	8.80	3.00			1.02	0.61	18	2.21	-0.06			3.69	0.16	18	4.00	3.42					0					1.14	0.91	5	2.20	0.15			3.48	0.17	5	3.72	3.34			9.50	0.10	6	9.65	9.38			0.05	0.03	20	0.13	0.01			0.12	0.09	20	0.29	0.05			7.65	0.72	20	8.44	5.62			7.89	0.38	5	8.29	7.40			0.22	0.06	20	0.37	0.14			29.65	2.98	20	34.70	21.00					0							0							0					7.92	0.06	4	7.98	7.83			0.81	0.04	4	0.86	0.79		
70.00	7	Bothnian Bay	5.43	0.41	5	6.10	5.05	5.97	5.07	1.04	0.38	5	1.58	0.72	1.52	0.73	3.64	0.12	5	3.79	3.51	3.77	3.51			0							0							0							0					0.02	0.00	5	0.02	0.01	0.02	0.01	0.23	0.12	5	0.34	0.10	0.34	0.10	7.67	0.78	5	8.96	6.88	8.70	6.97			0					0.22	0.13	5	0.40	0.11	0.38	0.12	28.00	0.81	5	29.40	27.40	29.12	27.43			0							0							0							0							0				
70.00	8	Bothnian Bay	5.62	1.21	21	7.50	3.00			1.90	0.84	22	4.40	0.66			3.65	0.17	22	4.01	3.24					0							0					3.39	0.12	3	3.47	3.24			8.82	0.18	5	8.96	8.52			0.03	0.02	24	0.09	0.01	0.07	0.01	0.27	0.18	24	0.63	0.05	0.51	0.05	7.58	1.15	24	9.60	4.95	9.11	5.74			0					0.34	0.22	24	0.89	0.07	0.75	0.11	29.09	2.75	24	33.10	23.40	32.72	23.79			0							0							0							0							0				
